,Player,Pos,Year,Tm
6,Brent Celek,TE,2014,PHI
1,Ben Roethlisberger,QB,2014,PIT
2,LeVeon Bell,RB,2014,PIT
3,Antonio Brown,WR,2014,PIT
4,Markus Wheaton,WR,2014,PIT
5,Heath Miller,TE,2014,PIT
6,Matt Spaeth,TE,2014,PIT
1,Colin Kaepernick,QB,2014,SFO
2,Frank Gore,RB,2014,SFO
3,Bruce Miller,RB,2014,SFO
4,Anquan Boldin,WR,2014,SFO
5,Michael Crabtree,WR,2014,SFO
6,Vernon Davis,TE,2014,SFO
1,Russell Wilson,QB,2014,SEA
2,Marshawn Lynch,RB,2014,SEA
3,Doug Baldwin,WR,2014,SEA
4,Jermaine Kearse,WR,2014,SEA
5,Paul Richardson,WR,2014,SEA
6,Luke Willson,TE,2014,SEA
1,Josh McCown,QB,2014,TAM
2,Doug Martin,RB,2014,TAM
3,Luke Stocker,RB,2014,TAM
4,Mike Evans,WR,2014,TAM
5,Vincent Jackson,WR,2014,TAM
6,Austin SeferianJenkins,TE,2014,TAM
1,Zach Mettenberger,QB,2014,TEN
2,Bishop Sankey,RB,2014,TEN
3,Justin Hunter,WR,2014,TEN
4,Nate Washington,WR,2014,TEN
5,Kendall Wright,WR,2014,TEN
6,Delanie Walker,TE,2014,TEN
1,Robert Griffin III,QB,2014,WAS
2,Alfred Morris,RB,2014,WAS
3,Darrel Young,RB,2014,WAS
4,Pierre Garcon,WR,2014,WAS
5,DeSean Jackson,WR,2014,WAS
6,Logan Paulsen,TE,2014,WAS
1,Carson Palmer,QB,2015,ARI
2,Chris Johnson,RB,2015,ARI
3,John Brown,WR,2015,ARI
4,Larry Fitzgerald,WR,2015,ARI
5,Darren Fells,TE,2015,ARI
6,Jermaine Gresham,TE,2015,ARI
1,Matt Ryan,QB,2015,ATL
2,Patrick DiMarco,RB,2015,ATL
3,Devonta Freeman,RB,2015,ATL
4,Julio Jones,WR,2015,ATL
5,Roddy White,WR,2015,ATL
6,Levine Toilolo,TE,2015,ATL
1,Joe Flacco,QB,2015,BAL
2,Justin Forsett,RB,2015,BAL
3,Kyle Juszczyk,RB,2015,BAL
4,Kamar Aiken,WR,2015,BAL
5,Steve Smith ,WR,2015,BAL
6,Crockett Gillmore,TE,2015,BAL
1,Tyrod Taylor,QB,2015,BUF
2,Jerome Felton,RB,2015,BUF
3,LeSean McCoy,RB,2015,BUF
4,Sammy Watkins,WR,2015,BUF
5,Robert Woods,WR,2015,BUF
6,Charles Clay,TE,2015,BUF
1,Cam Newton,QB,2015,CAR
2,Jonathan Stewart,RB,2015,CAR
3,Corey Brown,WR,2015,CAR
4,Ted Ginn ,WR,2015,CAR
5,Ed Dickson,TE,2015,CAR
6,Greg Olsen,TE,2015,CAR
1,Jay Cutler,QB,2015,CHI
2,Matt Forte,RB,2015,CHI
3,Alshon Jeffery,WR,2015,CHI
4,Eddie Royal,WR,2015,CHI
5,Martellus Bennett,TE,2015,CHI
6,Zach Miller,TE,2015,CHI
1,Andy Dalton,QB,2015,CIN
2,Jeremy Hill,RB,2015,CIN
3,AJ Green,WR,2015,CIN
4,Marvin Jones,WR,2015,CIN
5,Tyler Eifert,TE,2015,CIN
6,Ryan Hewitt,TE,2015,CIN
1,Josh McCown,QB,2015,CLE
2,Isaiah Crowell,RB,2015,CLE
3,Travis Benjamin,WR,2015,CLE
4,Andrew Hawkins,WR,2015,CLE
5,Gary Barnidge,TE,2015,CLE
6,Jim Dray,TE,2015,CLE
1,Matt Cassel,QB,2015,DAL
2,Darren McFadden,RB,2015,DAL
3,Dez Bryant,WR,2015,DAL
4,Terrance Williams,WR,2015,DAL
5,James Hanna,TE,2015,DAL
6,Jason Witten,TE,2015,DAL
1,Peyton Manning,QB,2015,DEN
2,Ronnie Hillman,RB,2015,DEN
3,Emmanuel Sanders,WR,2015,DEN
4,Demaryius Thomas,WR,2015,DEN
5,Owen Daniels,TE,2015,DEN
6,Virgil Green,TE,2015,DEN
1,Matthew Stafford,QB,2015,DET
2,Ameer Abdullah,RB,2015,DET
3,Calvin Johnson,WR,2015,DET
4,Golden Tate,WR,2015,DET
5,Eric Ebron,TE,2015,DET
6,Brandon Pettigrew,TE,2015,DET
1,Aaron Rodgers,QB,2015,GNB
2,Eddie Lacy,RB,2015,GNB
3,Davante Adams,WR,2015,GNB
4,Randall Cobb,WR,2015,GNB
5,James Jones,WR,2015,GNB
6,Richard Rodgers,TE,2015,GNB
1,Matt Hasselbeck,QB,2015,IND
2,Frank Gore,RB,2015,IND
3,TY Hilton,WR,2015,IND
4,Andre Johnson,WR,2015,IND
5,Dwayne Allen,TE,2015,IND
6,Coby Fleener,TE,2015,IND
1,Blake Bortles,QB,2015,JAX
2,TJ Yeldon,RB,2015,JAX
3,Allen Hurns,WR,2015,JAX
4,Allen Robinson,WR,2015,JAX
5,Marcedes Lewis,TE,2015,JAX
6,Julius Thomas,TE,2015,JAX
1,Alex Smith,QB,2015,KAN
2,Charcandrick West,RB,2015,KAN
3,Jeremy Maclin,WR,2015,KAN
4,Albert Wilson,WR,2015,KAN
5,Demetrius Harris,TE,2015,KAN
6,Travis Kelce,TE,2015,KAN
1,Derek Carr,QB,2015,LVR
2,Latavius Murray,RB,2015,LVR
3,Marcel Reece,RB,2015,LVR
4,Amari Cooper,WR,2015,LVR
5,Michael Crabtree,WR,2015,LVR
6,Lee Smith,TE,2015,LVR
1,Philip Rivers,QB,2015,LAC
2,Melvin Gordon,RB,2015,LAC
3,Keenan Allen,WR,2015,LAC
4,Malcom Floyd,WR,2015,LAC
5,Steve Johnson,WR,2015,LAC
6,Ladarius Green,TE,2015,LAC
1,Nick Foles,QB,2015,LAR
2,Todd Gurley,RB,2015,LAR
3,Tavon Austin,WR,2015,LAR
4,Kenny Britt,WR,2015,LAR
5,Jared Cook,TE,2015,LAR
6,Lance Kendricks,TE,2015,LAR
1,Ryan Tannehill,QB,2015,MIA
2,Lamar Miller,RB,2015,MIA
3,Jarvis Landry,WR,2015,MIA
4,Rishard Matthews,WR,2015,MIA
5,Kenny Stills,WR,2015,MIA
6,Jordan Cameron,TE,2015,MIA
1,Teddy Bridgewater,QB,2015,MIN
2,Adrian Peterson,RB,2015,MIN
3,Stefon Diggs,WR,2015,MIN
4,Mike Wallace,WR,2015,MIN
5,Rhett Ellison,TE,2015,MIN
6,Kyle Rudolph,TE,2015,MIN
1,Tom Brady,QB,2015,NWE
2,Dion Lewis,RB,2015,NWE
3,Julian Edelman,WR,2015,NWE
4,Keshawn Martin,WR,2015,NWE
5,Rob Gronkowski,TE,2015,NWE
6,Michael Williams,TE,2015,NWE
1,Drew Brees,QB,2015,NOR
2,Mark Ingram,RB,2015,NOR
3,Brandin Cooks,WR,2015,NOR
4,Willie Snead,WR,2015,NOR
5,Michael Hoomanawanui,TE,2015,NOR
6,Ben Watson,TE,2015,NOR
1,Eli Manning,QB,2015,NYG
2,Rashad Jennings,RB,2015,NYG
3,Odell Beckham ,WR,2015,NYG
4,Rueben Randle,WR,2015,NYG
5,Larry Donnell,TE,2015,NYG
6,Will Tye,TE,2015,NYG
1,Ryan Fitzpatrick,QB,2015,NYJ
2,Chris Ivory,RB,2015,NYJ
3,Eric Decker,WR,2015,NYJ
4,Brandon Marshall,WR,2015,NYJ
5,Jeff Cumberland,TE,2015,NYJ
6,Kellen Davis,TE,2015,NYJ
1,Sam Bradford,QB,2015,PHI
2,DeMarco Murray,RB,2015,PHI
3,Nelson Agholor,WR,2015,PHI
4,Riley Cooper,WR,2015,PHI
5,Jordan Matthews,WR,2015,PHI
6,Brent Celek,TE,2015,PHI
1,Ben Roethlisberger,QB,2015,PIT
2,DeAngelo Williams,RB,2015,PIT
3,Antonio Brown,WR,2015,PIT
4,Markus Wheaton,WR,2015,PIT
5,Heath Miller,TE,2015,PIT
6,Matt Spaeth,TE,2015,PIT
1,Colin Kaepernick,QB,2015,SFO
2,Carlos Hyde,RB,2015,SFO
3,Anquan Boldin,WR,2015,SFO
4,Torrey Smith,WR,2015,SFO
5,Garrett Celek,TE,2015,SFO
6,Vance McDonald,TE,2015,SFO
1,Russell Wilson,QB,2015,SEA
2,Thomas Rawls,RB,2015,SEA
3,Doug Baldwin,WR,2015,SEA
4,Jermaine Kearse,WR,2015,SEA
5,Tyler Lockett,WR,2015,SEA
6,Jimmy Graham,TE,2015,SEA
1,Jameis Winston,QB,2015,TAM
2,Doug Martin,RB,2015,TAM
3,Mike Evans,WR,2015,TAM
4,Vincent Jackson,WR,2015,TAM
5,Brandon Myers,TE,2015,TAM
6,Luke Stocker,TE,2015,TAM
1,Marcus Mariota,QB,2015,TEN
2,Antonio Andrews,RB,2015,TEN
3,Harry Douglas,WR,2015,TEN
4,Anthony Fasano,TE,2015,TEN
5,Craig Stevens,TE,2015,TEN
6,Delanie Walker,TE,2015,TEN
1,Kirk Cousins,QB,2015,WAS
2,Alfred Morris,RB,2015,WAS
3,Pierre Garcon,WR,2015,WAS
4,DeSean Jackson,WR,2015,WAS
5,Derek Carrier,TE,2015,WAS
6,Jordan Reed,TE,2015,WAS
1,Carson Palmer,QB,2016,ARI
2,David Johnson,RB,2016,ARI
3,John Brown,WR,2016,ARI
4,Larry Fitzgerald,WR,2016,ARI
5,Michael Floyd,WR,2016,ARI
6,Jermaine Gresham,TE,2016,ARI
1,Matt Ryan,QB,2016,ATL
2,Patrick DiMarco,RB,2016,ATL
3,Devonta Freeman,RB,2016,ATL
4,Julio Jones,WR,2016,ATL
5,Mohamed Sanu,WR,2016,ATL
6,Levine Toilolo,TE,2016,ATL
1,Joe Flacco,QB,2016,BAL
2,Kyle Juszczyk,RB,2016,BAL
3,Terrance West,RB,2016,BAL
4,Steve Smith ,WR,2016,BAL
5,Mike Wallace,WR,2016,BAL
6,Dennis Pitta,TE,2016,BAL
1,Tyrod Taylor,QB,2016,BUF
2,LeSean McCoy,RB,2016,BUF
3,Nick OLeary,RB,2016,BUF
4,Marquise Goodwin,WR,2016,BUF
5,Robert Woods,WR,2016,BUF
6,Charles Clay,TE,2016,BUF
1,Cam Newton,QB,2016,CAR
2,Jonathan Stewart,RB,2016,CAR
3,Kelvin Benjamin,WR,2016,CAR
4,Ted Ginn ,WR,2016,CAR
5,Ed Dickson,TE,2016,CAR
6,Greg Olsen,TE,2016,CAR
1,Matt Barkley,QB,2016,CHI
2,Jordan Howard,RB,2016,CHI
3,Alshon Jeffery,WR,2016,CHI
4,Cameron Meredith,WR,2016,CHI
5,Zach Miller,TE,2016,CHI
6,Logan Paulsen,TE,2016,CHI
1,Andy Dalton,QB,2016,CIN
2,Jeremy Hill,RB,2016,CIN
3,AJ Green,WR,2016,CIN
4,Brandon LaFell,WR,2016,CIN
5,Ryan Hewitt,TE,2016,CIN
6,Tyler Kroft,TE,2016,CIN
1,Cody Kessler,QB,2016,CLE
2,Isaiah Crowell,RB,2016,CLE
3,Corey Coleman,WR,2016,CLE
4,Terrelle Pryor,WR,2016,CLE
5,Gary Barnidge,TE,2016,CLE
6,Randall Telfer,TE,2016,CLE
1,Dak Prescott,QB,2016,DAL
2,Ezekiel Elliott,RB,2016,DAL
3,Cole Beasley,WR,2016,DAL
4,Dez Bryant,WR,2016,DAL
5,Terrance Williams,WR,2016,DAL
6,Jason Witten,TE,2016,DAL
1,Trevor Siemian,QB,2016,DEN
2,CJ Anderson,RB,2016,DEN
3,Jordan Norwood,WR,2016,DEN
4,Emmanuel Sanders,WR,2016,DEN
5,Demaryius Thomas,WR,2016,DEN
6,Virgil Green,TE,2016,DEN
1,Matthew Stafford,QB,2016,DET
2,Theo Riddick,RB,2016,DET
3,Anquan Boldin,WR,2016,DET
4,Marvin Jones,WR,2016,DET
5,Golden Tate,WR,2016,DET
6,Eric Ebron,TE,2016,DET
1,Aaron Rodgers,QB,2016,GNB
2,Ty Montgomery,RB,2016,GNB
3,Davante Adams,WR,2016,GNB
4,Randall Cobb,WR,2016,GNB
5,Jordy Nelson,WR,2016,GNB
6,Richard Rodgers,TE,2016,GNB
1,Andrew Luck,QB,2016,IND
2,Frank Gore,RB,2016,IND
3,TY Hilton,WR,2016,IND
4,Donte Moncrief,WR,2016,IND
5,Dwayne Allen,TE,2016,IND
6,Jack Doyle,TE,2016,IND
1,Blake Bortles,QB,2016,JAX
2,TJ Yeldon,RB,2016,JAX
3,Allen Hurns,WR,2016,JAX
4,Allen Robinson,WR,2016,JAX
5,Marcedes Lewis,TE,2016,JAX
6,Julius Thomas,TE,2016,JAX
1,Alex Smith,QB,2016,KAN
2,Spencer Ware,RB,2016,KAN
3,Chris Conley,WR,2016,KAN
4,Demetrius Harris,WR,2016,KAN
5,Jeremy Maclin,WR,2016,KAN
6,Travis Kelce,TE,2016,KAN
1,Derek Carr,QB,2016,LVR
2,Latavius Murray,RB,2016,LVR
3,Jamize Olawale,RB,2016,LVR
4,Amari Cooper,WR,2016,LVR
5,Michael Crabtree,WR,2016,LVR
6,Clive Walford,TE,2016,LVR
1,Philip Rivers,QB,2016,LAC
2,Melvin Gordon,RB,2016,LAC
3,Travis Benjamin,WR,2016,LAC
4,Dontrelle Inman,WR,2016,LAC
5,Tyrell Williams,WR,2016,LAC
6,Hunter Henry,TE,2016,LAC
1,Case Keenum,QB,2016,LAR
2,Todd Gurley,RB,2016,LAR
3,Tavon Austin,WR,2016,LAR
4,Kenny Britt,WR,2016,LAR
5,Tyler Higbee,TE,2016,LAR
6,Lance Kendricks,TE,2016,LAR
1,Ryan Tannehill,QB,2016,MIA
2,Jay Ajayi,RB,2016,MIA
3,Jarvis Landry,WR,2016,MIA
4,Kenny Stills,WR,2016,MIA
5,MarQueis Gray,TE,2016,MIA
6,Dion Sims,TE,2016,MIA
1,Sam Bradford,QB,2016,MIN
2,Jerick McKinnon,RB,2016,MIN
3,Stefon Diggs,WR,2016,MIN
4,Cordarrelle Patterson,WR,2016,MIN
5,Adam Thielen,WR,2016,MIN
6,Kyle Rudolph,TE,2016,MIN
1,Tom Brady,QB,2016,NWE
2,LeGarrette Blount,RB,2016,NWE
3,Julian Edelman,WR,2016,NWE
4,Chris Hogan,WR,2016,NWE
5,Martellus Bennett,TE,2016,NWE
6,Rob Gronkowski,TE,2016,NWE
1,Drew Brees,QB,2016,NOR
2,Mark Ingram,RB,2016,NOR
3,Brandin Cooks,WR,2016,NOR
4,Willie Snead,WR,2016,NOR
5,Michael Thomas,WR,2016,NOR
6,Josh Hill,TE,2016,NOR
1,Eli Manning,QB,2016,NYG
2,Rashad Jennings,RB,2016,NYG
3,Odell Beckham ,WR,2016,NYG
4,Victor Cruz,WR,2016,NYG
5,Sterling Shepard,WR,2016,NYG
6,Will Tye,TE,2016,NYG
1,Ryan Fitzpatrick,QB,2016,NYJ
2,Matt Forte,RB,2016,NYJ
3,Chosen Anderson,WR,2016,NYJ
4,Quincy Enunwa,WR,2016,NYJ
5,Brandon Marshall,WR,2016,NYJ
6,Kellen Davis,TE,2016,NYJ
1,Carson Wentz,QB,2016,PHI
2,Ryan Mathews,RB,2016,PHI
3,Nelson Agholor,WR,2016,PHI
4,Jordan Matthews,WR,2016,PHI
5,Brent Celek,TE,2016,PHI
6,Zach Ertz,TE,2016,PHI
1,Ben Roethlisberger,QB,2016,PIT
2,LeVeon Bell,RB,2016,PIT
3,Antonio Brown,WR,2016,PIT
4,Cobi Hamilton,WR,2016,PIT
5,Eli Rogers,WR,2016,PIT
6,Jesse James,TE,2016,PIT
1,Colin Kaepernick,QB,2016,SFO
2,Carlos Hyde,RB,2016,SFO
3,Jeremy Kerley,WR,2016,SFO
4,Vance McDonald,WR,2016,SFO
5,Quinton Patton,WR,2016,SFO
6,Torrey Smith,WR,2016,SFO
1,Russell Wilson,QB,2016,SEA
2,Christine Michael,RB,2016,SEA
3,Doug Baldwin,WR,2016,SEA
4,Jermaine Kearse,WR,2016,SEA
5,Tyler Lockett,WR,2016,SEA
6,Jimmy Graham,TE,2016,SEA
1,Jameis Winston,QB,2016,TAM
2,Doug Martin,RB,2016,TAM
3,Mike Evans,WR,2016,TAM
4,Cameron Brate,TE,2016,TAM
5,Brandon Myers,TE,2016,TAM
6,Luke Stocker,TE,2016,TAM
1,Marcus Mariota,QB,2016,TEN
2,Jalston Fowler,RB,2016,TEN
3,DeMarco Murray,RB,2016,TEN
4,Rishard Matthews,WR,2016,TEN
5,Tajae Sharpe,WR,2016,TEN
6,Delanie Walker,TE,2016,TEN
1,Kirk Cousins,QB,2016,WAS
2,Robert Kelley,RB,2016,WAS
3,Pierre Garcon,WR,2016,WAS
4,DeSean Jackson,WR,2016,WAS
5,Vernon Davis,TE,2016,WAS
6,Jordan Reed,TE,2016,WAS
1,Carson Palmer,QB,2017,ARI
2,Adrian Peterson,RB,2017,ARI
3,Jaron Brown,WR,2017,ARI
4,Larry Fitzgerald,WR,2017,ARI
5,Jermaine Gresham,TE,2017,ARI
6,Troy Niklas,TE,2017,ARI
1,Matt Ryan,QB,2017,ATL
2,Devonta Freeman,RB,2017,ATL
3,Derrick Coleman,FB,2017,ATL
4,Julio Jones,WR,2017,ATL
5,Mohamed Sanu,WR,2017,ATL
6,Levine Toilolo,TE,2017,ATL
1,Joe Flacco,QB,2017,BAL
2,Alex Collins,RB,2017,BAL
3,Jeremy Maclin,WR,2017,BAL
4,Mike Wallace,WR,2017,BAL
5,Nick Boyle,TE,2017,BAL
6,Ben Watson,TE,2017,BAL
1,Tyrod Taylor,QB,2017,BUF
2,LeSean McCoy,RB,2017,BUF
3,Patrick DiMarco,FB,2017,BUF
4,Kelvin Benjamin,WR,2017,BUF
5,Deonte Thompson,WR,2017,BUF
6,Charles Clay,TE,2017,BUF
1,Cam Newton,QB,2017,CAR
2,Christian McCaffrey,RB,2017,CAR
3,Jonathan Stewart,RB,2017,CAR
4,Kelvin Benjamin,WR,2017,CAR
5,Devin Funchess,WR,2017,CAR
6,Ed Dickson,TE,2017,CAR
1,Mitchell Trubisky,QB,2017,CHI
2,Jordan Howard,RB,2017,CHI
3,Adam Shaheen,FB,2017,CHI
4,Josh Bellamy,WR,2017,CHI
5,Kendall Wright,WR,2017,CHI
6,Dion Sims,TE,2017,CHI
1,Andy Dalton,QB,2017,CIN
2,Jeremy Hill,RB,2017,CIN
3,AJ Green,WR,2017,CIN
4,Brandon LaFell,WR,2017,CIN
5,Josh Malone,WR,2017,CIN
6,Tyler Kroft,TE,2017,CIN
1,DeShone Kizer,QB,2017,CLE
2,Isaiah Crowell,RB,2017,CLE
3,Danny Vitale,FB,2017,CLE
4,Corey Coleman,WR,2017,CLE
5,Ricardo Louis,WR,2017,CLE
6,Randall Telfer,TE,2017,CLE
1,Dak Prescott,QB,2017,DAL
2,Ezekiel Elliott,RB,2017,DAL
3,Dez Bryant,WR,2017,DAL
4,Terrance Williams,WR,2017,DAL
5,James Hanna,TE,2017,DAL
6,Jason Witten,TE,2017,DAL
1,Trevor Siemian,QB,2017,DEN
2,CJ Anderson,RB,2017,DEN
3,Emmanuel Sanders,WR,2017,DEN
4,Demaryius Thomas,WR,2017,DEN
5,Virgil Green,TE,2017,DEN
6,Jeff Heuerman,TE,2017,DEN
1,Matthew Stafford,QB,2017,DET
2,Ameer Abdullah,RB,2017,DET
3,Marvin Jones,WR,2017,DET
4,Golden Tate,WR,2017,DET
5,Eric Ebron,TE,2017,DET
6,Darren Fells,TE,2017,DET
1,Brett Hundley,QB,2017,GNB
2,Jamaal Williams,RB,2017,GNB
3,Davante Adams,WR,2017,GNB
4,Randall Cobb,WR,2017,GNB
5,Jordy Nelson,WR,2017,GNB
6,Martellus Bennett,TE,2017,GNB
1,Jacoby Brissett,QB,2017,IND
2,Frank Gore,RB,2017,IND
3,TY Hilton,WR,2017,IND
4,Donte Moncrief,WR,2017,IND
5,Brandon Williams,WR,2017,IND
6,Jack Doyle,TE,2017,IND
1,Blake Bortles,QB,2017,JAX
2,Leonard Fournette,RB,2017,JAX
3,Tommy Bohanon,FB,2017,JAX
4,Allen Hurns,WR,2017,JAX
5,Marqise Lee,WR,2017,JAX
6,Marcedes Lewis,TE,2017,JAX
1,Alex Smith,QB,2017,KAN
2,Kareem Hunt,RB,2017,KAN
3,Tyreek Hill,WR,2017,KAN
4,Demarcus Robinson,WR,2017,KAN
5,Albert Wilson,WR,2017,KAN
6,Travis Kelce,TE,2017,KAN
1,Derek Carr,QB,2017,LVR
2,Marshawn Lynch,RB,2017,LVR
3,Amari Cooper,WR,2017,LVR
4,Michael Crabtree,WR,2017,LVR
5,Jared Cook,TE,2017,LVR
6,Lee Smith,TE,2017,LVR
1,Philip Rivers,QB,2017,LAC
2,Melvin Gordon,RB,2017,LAC
3,Keenan Allen,WR,2017,LAC
4,Tyrell Williams,WR,2017,LAC
5,Hunter Henry,TE,2017,LAC
6,Sean McGrath,TE,2017,LAC
1,Jared Goff,QB,2017,LAR
2,Todd Gurley,RB,2017,LAR
3,Tavon Austin,WR,2017,LAR
4,Sammy Watkins,WR,2017,LAR
5,Robert Woods,WR,2017,LAR
6,Tyler Higbee,TE,2017,LAR
1,Jay Cutler,QB,2017,MIA
2,Jay Ajayi,RB,2017,MIA
3,Jarvis Landry,WR,2017,MIA
4,DeVante Parker,WR,2017,MIA
5,Kenny Stills,WR,2017,MIA
6,Julius Thomas,TE,2017,MIA
1,Case Keenum,QB,2017,MIN
2,Latavius Murray,RB,2017,MIN
3,Stefon Diggs,WR,2017,MIN
4,Adam Thielen,WR,2017,MIN
5,Laquon Treadwell,WR,2017,MIN
6,Kyle Rudolph,TE,2017,MIN
1,Tom Brady,QB,2017,NWE
2,Dion Lewis,RB,2017,NWE
3,James Develin,FB,2017,NWE
4,Brandin Cooks,WR,2017,NWE
5,Chris Hogan,WR,2017,NWE
6,Rob Gronkowski,TE,2017,NWE
1,Drew Brees,QB,2017,NOR
2,Mark Ingram,RB,2017,NOR
3,Ted Ginn ,WR,2017,NOR
4,Willie Snead,WR,2017,NOR
5,Michael Thomas,WR,2017,NOR
6,Josh Hill,TE,2017,NOR
1,Eli Manning,QB,2017,NYG
2,Orleans Darkwa,RB,2017,NYG
3,Roger Lewis,WR,2017,NYG
4,Sterling Shepard,WR,2017,NYG
5,Rhett Ellison,TE,2017,NYG
6,Evan Engram,TE,2017,NYG
1,Josh McCown,QB,2017,NYJ
2,Bilal Powell,RB,2017,NYJ
3,Chosen Anderson,WR,2017,NYJ
4,Jermaine Kearse,WR,2017,NYJ
5,Austin SeferianJenkins,TE,2017,NYJ
6,Eric Tomlinson,TE,2017,NYJ
1,Carson Wentz,QB,2017,PHI
2,LeGarrette Blount,RB,2017,PHI
3,Nelson Agholor,WR,2017,PHI
4,Alshon Jeffery,WR,2017,PHI
5,Torrey Smith,WR,2017,PHI
6,Zach Ertz,TE,2017,PHI
1,Ben Roethlisberger,QB,2017,PIT
2,LeVeon Bell,RB,2017,PIT
3,Antonio Brown,WR,2017,PIT
4,Martavis Bryant,WR,2017,PIT
5,Jesse James,TE,2017,PIT
6,Vance McDonald,TE,2017,PIT
1,Brian Hoyer,QB,2017,SFO
2,Carlos Hyde,RB,2017,SFO
3,Kyle Juszczyk,FB,2017,SFO
4,Pierre Garcon,WR,2017,SFO
5,Marquise Goodwin,WR,2017,SFO
6,Garrett Celek,TE,2017,SFO
1,Russell Wilson,QB,2017,SEA
2,Mike Davis,RB,2017,SEA
3,Doug Baldwin,WR,2017,SEA
4,Tyler Lockett,WR,2017,SEA
5,Paul Richardson,WR,2017,SEA
6,Jimmy Graham,TE,2017,SEA
1,Jameis Winston,QB,2017,TAM
2,Doug Martin,RB,2017,TAM
3,Mike Evans,WR,2017,TAM
4,DeSean Jackson,WR,2017,TAM
5,Cameron Brate,TE,2017,TAM
6,OJ Howard,TE,2017,TAM
1,Marcus Mariota,QB,2017,TEN
2,DeMarco Murray,RB,2017,TEN
3,Corey Davis,WR,2017,TEN
4,Rishard Matthews,WR,2017,TEN
5,Jonnu Smith,TE,2017,TEN
6,Delanie Walker,TE,2017,TEN
1,Kirk Cousins,QB,2017,WAS
2,Samaje Perine,RB,2017,WAS
3,Jamison Crowder,WR,2017,WAS
4,Josh Doctson,WR,2017,WAS
5,Vernon Davis,TE,2017,WAS
6,Niles Paul,TE,2017,WAS
1,Josh Rosen,QB,2018,ARI
2,David Johnson,RB,2018,ARI
3,Larry Fitzgerald,WR,2018,ARI
4,Christian Kirk,WR,2018,ARI
5,Chad Williams,WR,2018,ARI
6,Jermaine Gresham,TE,2018,ARI
1,Matt Ryan,QB,2018,ATL
2,Tevin Coleman,RB,2018,ATL
3,Ricky Ortiz,FB,2018,ATL
4,Julio Jones,WR,2018,ATL
5,Mohamed Sanu,WR,2018,ATL
6,Logan Paulsen,TE,2018,ATL
1,Joe Flacco,QB,2018,BAL
2,Alex Collins,RB,2018,BAL
3,John Brown,WR,2018,BAL
4,Michael Crabtree,WR,2018,BAL
5,Willie Snead,WR,2018,BAL
6,Nick Boyle,TE,2018,BAL
1,Josh Allen,QB,2018,BUF
2,LeSean McCoy,RB,2018,BUF
3,Patrick DiMarco,FB,2018,BUF
4,Kelvin Benjamin,WR,2018,BUF
5,Zay Jones,WR,2018,BUF
6,Charles Clay,TE,2018,BUF
1,Cam Newton,QB,2018,CAR
2,Christian McCaffrey,RB,2018,CAR
3,Devin Funchess,WR,2018,CAR
4,DJ Moore,WR,2018,CAR
5,Curtis Samuel,WR,2018,CAR
6,Greg Olsen,TE,2018,CAR
1,Mitchell Trubisky,QB,2018,CHI
2,Tarik Cohen,RB,2018,CHI
3,Jordan Howard,RB,2018,CHI
4,Taylor Gabriel,WR,2018,CHI
5,Allen Robinson,WR,2018,CHI
6,Trey Burton,TE,2018,CHI
1,Andy Dalton,QB,2018,CIN
2,Joe Mixon,RB,2018,CIN
3,Tyler Boyd,WR,2018,CIN
4,Alex Erickson,WR,2018,CIN
5,AJ Green,WR,2018,CIN
6,CJ Uzomah,TE,2018,CIN
1,Baker Mayfield,QB,2018,CLE
2,Nick Chubb,RB,2018,CLE
3,Antonio Callaway,WR,2018,CLE
4,Jarvis Landry,WR,2018,CLE
5,Darren Fells,TE,2018,CLE
6,David Njoku,TE,2018,CLE
1,Dak Prescott,QB,2018,DAL
2,Ezekiel Elliott,RB,2018,DAL
3,Jamize Olawale,FB,2018,DAL
4,Amari Cooper,WR,2018,DAL
5,Michael Gallup,WR,2018,DAL
6,Geoff Swaim,TE,2018,DAL
1,Case Keenum,QB,2018,DEN
2,Phillip Lindsay,RB,2018,DEN
3,Andy Janovich,FB,2018,DEN
4,Emmanuel Sanders,WR,2018,DEN
5,Demaryius Thomas,WR,2018,DEN
6,Jeff Heuerman,TE,2018,DEN
1,Matthew Stafford,QB,2018,DET
2,LeGarrette Blount,RB,2018,DET
3,Nick Bellore,FB,2018,DET
4,Kenny Golladay,WR,2018,DET
5,Marvin Jones,WR,2018,DET
6,Levine Toilolo,TE,2018,DET
1,Aaron Rodgers,QB,2018,GNB
2,Aaron Jones,RB,2018,GNB
3,Davante Adams,WR,2018,GNB
4,Equanimeous St Brown,WR,2018,GNB
5,Marquez ValdesScantling,WR,2018,GNB
6,Jimmy Graham,TE,2018,GNB
1,Andrew Luck,QB,2018,IND
2,Marlon Mack,RB,2018,IND
3,Ryan Grant,WR,2018,IND
4,TY Hilton,WR,2018,IND
5,Chester Rogers,WR,2018,IND
6,Eric Ebron,TE,2018,IND
1,Blake Bortles,QB,2018,JAX
2,Leonard Fournette,RB,2018,JAX
3,Tommy Bohanon,FB,2018,JAX
4,Keelan Cole,WR,2018,JAX
5,Donte Moncrief,WR,2018,JAX
6,James OShaughnessy,TE,2018,JAX
1,Patrick Mahomes,QB,2018,KAN
2,Kareem Hunt,RB,2018,KAN
3,Chris Conley,WR,2018,KAN
4,Tyreek Hill,WR,2018,KAN
5,Sammy Watkins,WR,2018,KAN
